Date,Open,High,Low,Close,Adj Close,Volume
2012/7/5,85.794289,87.762856,85.664284,,58.101398,121095800
2012/7/6,86.727142,86.919998,85.940002,,57.714661,104732600
2012/7/9,86.471428,87.699997,86.30143,,58.477688,94851400
2012/7/10,88.281425,88.552856,86.472855,,57.936607,127989400
2012/7/11,86.58857,86.808571,85.317146,,57.576534,117330500
2012/7/12,85.748573,86.209999,84.668571,,57.049767,107010400
2012/7/13,86.135712,86.741432,85.714287,,57.627979,77856800
2012/7/16,86.445717,87.374283,86.431427,,57.812782,75315100
2012/7/17,87.255714,87.35714,86.164284,,57.815643,73406200
2012/7/18,86.655716,86.905716,86.222855,,57.750851,63175000
2012/7/19,87.325714,87.907143,86.571426,,58.518635,109215400
2012/7/20,87.575714,87.777145,86.242859,,57.564159,99367800
2012/7/23,84.914284,86.557144,83.958572,,57.519382,121993900
2012/7/24,86.76857,87.097145,85.501427,,57.24218,141283100
2012/7/25,82.065712,82.971428,81.428574,,54.770252,219328200
2012/7/26,82.822861,82.914284,81.480003,,54.761684,101658200
2012/7/27,82.144287,83.690002,81.655716,,55.740913,100984100
2012/7/30,84.417145,85.634285,83.974289,,56.681118,94785600
2012/7/31,86.175713,87.385712,86.102859,,58.179504,115581900
2012/8/1,87.987144,88.057144,86.14286,,57.803249,96125400
2012/8/2,86.120003,87.241432,85.75,,57.896606,83039600
2012/8/3,87.66143,88.28286,87.365715,,58.650085,86230200
2012/8/6,88.184288,89.267143,87.894287,,59.302589,75525800
2012/8/7,88.96714,89.285713,88.291428,,59.146397,72611700
2012/8/8,88.484283,89.125717,88.157143,,59.04636,61176500
2012/8/9,88.264282,88.818573,88.257141,,60.953327,55410600
2012/8/10,88.387146,88.822861,88.385712,,61.048584,48734700
2012/8/13,89.055717,90,89.035713,,61.863621,69708100
2012/8/14,90.267143,91.230003,90.029999,,62.029552,85042300
2012/8/15,90.185715,90.571426,89.678574,,61.945103,64335600
2012/8/16,90.172859,90.965714,90.071426,,62.486168,63633500
2012/8/17,91.428574,92.598572,91.258568,,63.64193,110690300
2012/8/20,92.858574,95.021431,92.842857,,65.315208,153346200
2012/8/21,95.831429,96.41143,92.904289,,64.422607,203179900
2012/8/22,93.488571,95.571426,92.587143,,65.680504,141330700
2012/8/23,95.158569,95.699997,94.449997,,65.067757,105032200
2012/8/24,94.215714,95.639999,93.650002,,65.125679,109335100
2012/8/27,97.141426,97.267143,96.220001,,66.349197,106752100
2012/8/28,96.425713,96.585716,95.809998,,66.262794,66854200
2012/8/29,96.464287,96.809998,96.085716,,66.132187,50701700
2012/8/30,95.805717,95.935715,94.692856,,65.189522,75674900
2012/8/31,95.321426,95.514282,93.89286,,65.324036,84580300
2012/9/4,95.108574,96.44857,94.928574,,66.279495,91973000
2012/9/5,96.510002,96.621429,95.657143,,65.814034,84093800
2012/9/6,96.167145,96.898575,95.828575,,66.40715,97799100
2012/9/7,96.864288,97.497147,96.538574,,66.81662,82416600
2012/9/10,97.207146,97.612854,94.585716,,65.078552,121999500
2012/9/11,95.015717,95.728569,93.785713,,64.867432,125995800
2012/9/12,95.264282,95.699997,93.714287,,65.770851,178058300
2012/9/13,96.767143,97.928574,96.395714,,67.066055,149590000
2012/9/14,98.565712,99.568573,98.269997,,67.881065,150118500
2012/9/17,99.907143,99.971428,99.230003,,68.715752,99507800
2012/9/18,99.982857,100.332855,99.488571,,68.924919,93375800
2012/9/19,100.03714,100.57,99.938568,,68.943565,81718700
2012/9/20,99.879997,100.008568,99.08857,,68.609673,84142100
2012/9/21,100.344284,100.724289,99.908569,,68.746178,142897300
2012/9/24,98.122856,99.302856,97.571426,,67.83297,159941600
2012/9/25,98.322861,98.968575,96.14286,,66.139069,129697400
2012/9/26,95.534286,96.098572,94.457146,,65.318153,144125800
2012/9/27,94.898575,97.452858,94.335716,,66.90303,148522500
2012/9/28,96.964287,97.30143,95.25,,65.506691,133777700
2012/10/1,95.879997,96.678574,93.785713,,64.749588,135898700
2012/10/2,94.544289,95.192856,92.949997,,64.938141,156998100
2012/10/3,94.980003,95.980003,94.66143,,65.933838,106070300
2012/10/4,95.89286,96.321426,95.078575,,65.477219,92681400
2012/10/5,95.028572,95.14286,93.040001,,64.081856,148501500
2012/10/8,92.41143,92.508568,90.872856,,62.665882,159498500
2012/10/9,91.235718,91.498573,89.078575,,62.438057,209649300
2012/10/10,91.391426,92.139999,91,,62.934929,127589000
2012/10/11,92.35714,92.457146,89.728569,,61.677029,136520300
2012/10/12,89.937141,90.76857,89.328575,,61.835125,115003700
2012/10/15,90.335716,90.732857,89.121429,,62.331036,108125500
2012/10/16,90.767143,92.900002,90.14286,,63.806908,137442900
2012/10/17,92.695717,93.255714,92,,63.298244,97259400
2012/10/18,91.370003,91.722855,90,,62.122841,119156100
2012/10/19,90.150002,90.252853,87.08857,,59.88398,186021500
2012/10/22,87.488571,90.76857,87.251427,,62.25935,136682700
2012/10/23,90.14286,90.557144,87.385712,,60.229618,176786400
2012/10/24,88.777145,89.507141,87.234283,,60.570362,139631800
2012/10/25,88.571426,88.85714,86.507141,,59.854515,164081400
2012/10/26,87.061432,87.714287,84.428574,,59.310501,254608200
2012/10/31,84.982857,85.994286,83.957146,,58.458187,127500800
2012/11/1,85.459999,86.14286,84.881432,,58.577957,90324500
2012/11/2,85.127144,85.278572,82.10714,,56.639568,149843400
2012/11/5,83.360001,83.96714,82.514282,,57.407455,132283900
2012/11/6,84.318573,84.391426,82.870003,,57.233658,93729300
2012/11/7,81.977142,82.077141,79.39286,,56.594681,198412200
2012/11/8,80.089996,80.318573,76.470001,,54.540844,264036500
